,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168,col_169,col_170,col_171,col_172,col_173,col_174,col_175,col_176,col_177,col_178,col_179,col_180,col_181,col_182,col_183,col_184,col_185,col_186,col_187,col_188,col_189,col_190,col_191,col_192,col_193,col_194,col_195,col_196,col_197,col_198,col_199,col_200,col_201,col_202,col_203,col_204,col_205,col_206,col_207,col_208,col_209,col_210,col_211,col_212,col_213,col_214,col_215,col_216,col_217,col_218,col_219,col_220,col_221,col_222,col_223,col_224,col_225,col_226,col_227,col_228,col_229,col_230,sum,mean,var,weekend,day_pay,city_level
62,234.0,207.0,185.0,182.0,215.0,276.0,190.0,232.0,215.0,225.0,162.0,198.0,257.0,230.0,217.0,176.0,146.0,220.0,192.0,288.0,181.0,48438.0,43290.0,42588.0,50310.0,64584.0,44460.0,54288.0,50310.0,52650.0,37908.0,46332.0,60138.0,53820.0,50778.0,41184.0,34164.0,51480.0,44928.0,67392.0,42354.0,38295.0,37674.0,44505.0,57132.0,39330.0,48024.0,44505.0,46575.0,33534.0,40986.0,53199.0,47610.0,44919.0,36432.0,30222.0,45540.0,39744.0,59616.0,37467.0,33670.0,39775.0,51060.0,35150.0,42920.0,39775.0,41625.0,29970.0,36630.0,47545.0,42550.0,40145.0,32560.0,27010.0,40700.0,35520.0,53280.0,33485.0,39130.0,50232.0,34580.0,42224.0,39130.0,40950.0,29484.0,36036.0,46774.0,41860.0,39494.0,32032.0,26572.0,40040.0,34944.0,52416.0,32942.0,59340.0,40850.0,49880.0,46225.0,48375.0,34830.0,42570.0,55255.0,49450.0,46655.0,37840.0,31390.0,47300.0,41280.0,61920.0,38915.0,52440.0,64032.0,59340.0,62100.0,44712.0,54648.0,70932.0,63480.0,59892.0,48576.0,40296.0,60720.0,52992.0,79488.0,49956.0,44080.0,40850.0,42750.0,30780.0,37620.0,48830.0,43700.0,41230.0,33440.0,27740.0,41800.0,36480.0,54720.0,34390.0,49880.0,52200.0,37584.0,45936.0,59624.0,53360.0,50344.0,40832.0,33872.0,51040.0,44544.0,66816.0,41992.0,48375.0,34830.0,42570.0,55255.0,49450.0,46655.0,37840.0,31390.0,47300.0,41280.0,61920.0,38915.0,36450.0,44550.0,57825.0,51750.0,48825.0,39600.0,32850.0,49500.0,43200.0,64800.0,40725.0,32076.0,41634.0,37260.0,35154.0,28512.0,23652.0,35640.0,31104.0,46656.0,29322.0,50886.0,45540.0,42966.0,34848.0,28908.0,43560.0,38016.0,57024.0,35838.0,59110.0,55769.0,45232.0,37522.0,56540.0,49344.0,74016.0,46517.0,49910.0,40480.0,33580.0,50600.0,44160.0,66240.0,41630.0,38192.0,31682.0,47740.0,41664.0,62496.0,39277.0,25696.0,38720.0,33792.0,50688.0,31856.0,32120.0,28032.0,42048.0,26426.0,42240.0,63360.0,39820.0,55296.0,34752.0,52128.0,4428.0,210.857142857,1260.02857143,0.322041553749,17,4
63,127.785714286,127.785714286,127.785714286,127.785714286,127.785714286,127.785714286,127.785714286,120.0,151.0,138.0,136.0,90.0,117.0,151.0,155.0,139.0,110.0,101.0,119.0,103.0,159.0,16329.1887755,16329.1887755,16329.1887755,16329.1887755,16329.1887755,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,16329.1887755,16329.1887755,16329.1887755,16329.1887755,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,16329.1887755,16329.1887755,16329.1887755,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,16329.1887755,16329.1887755,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,16329.1887755,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,16329.1887755,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,15334.2857143,19295.6428571,17634.4285714,17378.8571429,11500.7142857,14950.9285714,19295.6428571,19806.7857143,17762.2142857,14056.4285714,12906.3571429,15206.5,13161.9285714,20317.9285714,18120.0,16560.0,16320.0,10800.0,14040.0,18120.0,18600.0,16680.0,13200.0,12120.0,14280.0,12360.0,19080.0,20838.0,20536.0,13590.0,17667.0,22801.0,23405.0,20989.0,16610.0,15251.0,17969.0,15553.0,24009.0,18768.0,12420.0,16146.0,20838.0,21390.0,19182.0,15180.0,13938.0,16422.0,14214.0,21942.0,12240.0,15912.0,20536.0,21080.0,18904.0,14960.0,13736.0,16184.0,14008.0,21624.0,10530.0,13590.0,13950.0,12510.0,9900.0,9090.0,10710.0,9270.0,14310.0,17667.0,18135.0,16263.0,12870.0,11817.0,13923.0,12051.0,18603.0,23405.0,20989.0,16610.0,15251.0,17969.0,15553.0,24009.0,21545.0,17050.0,15655.0,18445.0,15965.0,24645.0,15290.0,14039.0,16541.0,14317.0,22101.0,11110.0,13090.0,11330.0,17490.0,12019.0,10403.0,16059.0,12257.0,18921.0,16377.0,2683.5,127.785714286,321.017857143,0.25510394208,1,3
64,408.285714286,408.285714286,408.285714286,408.285714286,408.285714286,408.285714286,408.285714286,335.0,344.0,323.0,366.0,550.0,587.0,333.0,311.0,310.0,342.0,383.0,536.0,675.0,321.0,166697.22449,166697.22449,166697.22449,166697.22449,166697.22449,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,166697.22449,166697.22449,166697.22449,166697.22449,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,166697.22449,166697.22449,166697.22449,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,166697.22449,166697.22449,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,166697.22449,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,166697.22449,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,136775.714286,140450.285714,131876.285714,149432.571429,224557.142857,239663.714286,135959.142857,126976.857143,126568.571429,139633.714286,156373.428571,218841.142857,275592.857143,131059.714286,115240.0,108205.0,122610.0,184250.0,196645.0,111555.0,104185.0,103850.0,114570.0,128305.0,179560.0,226125.0,107535.0,111112.0,125904.0,189200.0,201928.0,114552.0,106984.0,106640.0,117648.0,131752.0,184384.0,232200.0,110424.0,118218.0,177650.0,189601.0,107559.0,100453.0,100130.0,110466.0,123709.0,173128.0,218025.0,103683.0,201300.0,214842.0,121878.0,113826.0,113460.0,125172.0,140178.0,196176.0,247050.0,117486.0,322850.0,183150.0,171050.0,170500.0,188100.0,210650.0,294800.0,371250.0,176550.0,195471.0,182557.0,181970.0,200754.0,224821.0,314632.0,396225.0,188427.0,103563.0,103230.0,113886.0,127539.0,178488.0,224775.0,106893.0,96410.0,106362.0,119113.0,166696.0,209925.0,99831.0,106020.0,118730.0,166160.0,209250.0,99510.0,130986.0,183312.0,230850.0,109782.0,205288.0,258525.0,122943.0,361800.0,172056.0,216675.0,8574.0,408.285714286,9773.94285714,0.369089273218,20,5
65,51.0,39.0,32.0,60.0,90.0,66.0,46.0,49.0,52.0,40.0,91.0,66.0,69.0,41.0,71.0,51.0,72.0,95.0,86.0,97.0,69.0,1989.0,1632.0,3060.0,4590.0,3366.0,2346.0,2499.0,2652.0,2040.0,4641.0,3366.0,3519.0,2091.0,3621.0,2601.0,3672.0,4845.0,4386.0,4947.0,3519.0,1248.0,2340.0,3510.0,2574.0,1794.0,1911.0,2028.0,1560.0,3549.0,2574.0,2691.0,1599.0,2769.0,1989.0,2808.0,3705.0,3354.0,3783.0,2691.0,1920.0,2880.0,2112.0,1472.0,1568.0,1664.0,1280.0,2912.0,2112.0,2208.0,1312.0,2272.0,1632.0,2304.0,3040.0,2752.0,3104.0,2208.0,5400.0,3960.0,2760.0,2940.0,3120.0,2400.0,5460.0,3960.0,4140.0,2460.0,4260.0,3060.0,4320.0,5700.0,5160.0,5820.0,4140.0,5940.0,4140.0,4410.0,4680.0,3600.0,8190.0,5940.0,6210.0,3690.0,6390.0,4590.0,6480.0,8550.0,7740.0,8730.0,6210.0,3036.0,3234.0,3432.0,2640.0,6006.0,4356.0,4554.0,2706.0,4686.0,3366.0,4752.0,6270.0,5676.0,6402.0,4554.0,2254.0,2392.0,1840.0,4186.0,3036.0,3174.0,1886.0,3266.0,2346.0,3312.0,4370.0,3956.0,4462.0,3174.0,2548.0,1960.0,4459.0,3234.0,3381.0,2009.0,3479.0,2499.0,3528.0,4655.0,4214.0,4753.0,3381.0,2080.0,4732.0,3432.0,3588.0,2132.0,3692.0,2652.0,3744.0,4940.0,4472.0,5044.0,3588.0,3640.0,2640.0,2760.0,1640.0,2840.0,2040.0,2880.0,3800.0,3440.0,3880.0,2760.0,6006.0,6279.0,3731.0,6461.0,4641.0,6552.0,8645.0,7826.0,8827.0,6279.0,4554.0,2706.0,4686.0,3366.0,4752.0,6270.0,5676.0,6402.0,4554.0,2829.0,4899.0,3519.0,4968.0,6555.0,5934.0,6693.0,4761.0,2911.0,2091.0,2952.0,3895.0,3526.0,3977.0,2829.0,3621.0,5112.0,6745.0,6106.0,6887.0,4899.0,3672.0,4845.0,4386.0,4947.0,3519.0,6840.0,6192.0,6984.0,4968.0,8170.0,9215.0,6555.0,8342.0,5934.0,6693.0,1333.0,63.4761904762,395.261904762,0.355588897224,2,3
66,68.0,67.0,87.0,107.0,144.0,140.0,62.0,52.0,53.0,47.0,78.0,96.0,88.0,48.0,60.0,62.0,53.0,64.0,83.0,80.0,56.0,4556.0,5916.0,7276.0,9792.0,9520.0,4216.0,3536.0,3604.0,3196.0,5304.0,6528.0,5984.0,3264.0,4080.0,4216.0,3604.0,4352.0,5644.0,5440.0,3808.0,5829.0,7169.0,9648.0,9380.0,4154.0,3484.0,3551.0,3149.0,5226.0,6432.0,5896.0,3216.0,4020.0,4154.0,3551.0,4288.0,5561.0,5360.0,3752.0,9309.0,12528.0,12180.0,5394.0,4524.0,4611.0,4089.0,6786.0,8352.0,7656.0,4176.0,5220.0,5394.0,4611.0,5568.0,7221.0,6960.0,4872.0,15408.0,14980.0,6634.0,5564.0,5671.0,5029.0,8346.0,10272.0,9416.0,5136.0,6420.0,6634.0,5671.0,6848.0,8881.0,8560.0,5992.0,20160.0,8928.0,7488.0,7632.0,6768.0,11232.0,13824.0,12672.0,6912.0,8640.0,8928.0,7632.0,9216.0,11952.0,11520.0,8064.0,8680.0,7280.0,7420.0,6580.0,10920.0,13440.0,12320.0,6720.0,8400.0,8680.0,7420.0,8960.0,11620.0,11200.0,7840.0,3224.0,3286.0,2914.0,4836.0,5952.0,5456.0,2976.0,3720.0,3844.0,3286.0,3968.0,5146.0,4960.0,3472.0,2756.0,2444.0,4056.0,4992.0,4576.0,2496.0,3120.0,3224.0,2756.0,3328.0,4316.0,4160.0,2912.0,2491.0,4134.0,5088.0,4664.0,2544.0,3180.0,3286.0,2809.0,3392.0,4399.0,4240.0,2968.0,3666.0,4512.0,4136.0,2256.0,2820.0,2914.0,2491.0,3008.0,3901.0,3760.0,2632.0,7488.0,6864.0,3744.0,4680.0,4836.0,4134.0,4992.0,6474.0,6240.0,4368.0,8448.0,4608.0,5760.0,5952.0,5088.0,6144.0,7968.0,7680.0,5376.0,4224.0,5280.0,5456.0,4664.0,5632.0,7304.0,7040.0,4928.0,2880.0,2976.0,2544.0,3072.0,3984.0,3840.0,2688.0,3720.0,3180.0,3840.0,4980.0,4800.0,3360.0,3286.0,3968.0,5146.0,4960.0,3472.0,3392.0,4399.0,4240.0,2968.0,5312.0,5120.0,3584.0,6640.0,4648.0,4480.0,1595.0,75.9523809524,750.547619048,0.395611285266,7,5
67,35.0,56.0,66.0,59.0,63.0,63.0,54.0,54.0,54.0,67.0,57.0,64.0,68.0,55.0,44.0,41.0,58.0,60.0,76.0,56.0,63.0,1960.0,2310.0,2065.0,2205.0,2205.0,1890.0,1890.0,1890.0,2345.0,1995.0,2240.0,2380.0,1925.0,1540.0,1435.0,2030.0,2100.0,2660.0,1960.0,2205.0,3696.0,3304.0,3528.0,3528.0,3024.0,3024.0,3024.0,3752.0,3192.0,3584.0,3808.0,3080.0,2464.0,2296.0,3248.0,3360.0,4256.0,3136.0,3528.0,3894.0,4158.0,4158.0,3564.0,3564.0,3564.0,4422.0,3762.0,4224.0,4488.0,3630.0,2904.0,2706.0,3828.0,3960.0,5016.0,3696.0,4158.0,3717.0,3717.0,3186.0,3186.0,3186.0,3953.0,3363.0,3776.0,4012.0,3245.0,2596.0,2419.0,3422.0,3540.0,4484.0,3304.0,3717.0,3969.0,3402.0,3402.0,3402.0,4221.0,3591.0,4032.0,4284.0,3465.0,2772.0,2583.0,3654.0,3780.0,4788.0,3528.0,3969.0,3402.0,3402.0,3402.0,4221.0,3591.0,4032.0,4284.0,3465.0,2772.0,2583.0,3654.0,3780.0,4788.0,3528.0,3969.0,2916.0,2916.0,3618.0,3078.0,3456.0,3672.0,2970.0,2376.0,2214.0,3132.0,3240.0,4104.0,3024.0,3402.0,2916.0,3618.0,3078.0,3456.0,3672.0,2970.0,2376.0,2214.0,3132.0,3240.0,4104.0,3024.0,3402.0,3618.0,3078.0,3456.0,3672.0,2970.0,2376.0,2214.0,3132.0,3240.0,4104.0,3024.0,3402.0,3819.0,4288.0,4556.0,3685.0,2948.0,2747.0,3886.0,4020.0,5092.0,3752.0,4221.0,3648.0,3876.0,3135.0,2508.0,2337.0,3306.0,3420.0,4332.0,3192.0,3591.0,4352.0,3520.0,2816.0,2624.0,3712.0,3840.0,4864.0,3584.0,4032.0,3740.0,2992.0,2788.0,3944.0,4080.0,5168.0,3808.0,4284.0,2420.0,2255.0,3190.0,3300.0,4180.0,3080.0,3465.0,1804.0,2552.0,2640.0,3344.0,2464.0,2772.0,2378.0,2460.0,3116.0,2296.0,2583.0,3480.0,4408.0,3248.0,3654.0,4560.0,3360.0,3780.0,4256.0,4788.0,3528.0,1213.0,57.7619047619,88.1904761905,0.321516900247,3,5
68,93.0,105.0,113.0,122.0,134.0,146.0,125.0,83.0,92.0,90.0,111.0,140.0,142.0,81.0,99.0,81.0,97.0,102.0,134.0,126.0,99.0,9765.0,10509.0,11346.0,12462.0,13578.0,11625.0,7719.0,8556.0,8370.0,10323.0,13020.0,13206.0,7533.0,9207.0,7533.0,9021.0,9486.0,12462.0,11718.0,9207.0,11865.0,12810.0,14070.0,15330.0,13125.0,8715.0,9660.0,9450.0,11655.0,14700.0,14910.0,8505.0,10395.0,8505.0,10185.0,10710.0,14070.0,13230.0,10395.0,13786.0,15142.0,16498.0,14125.0,9379.0,10396.0,10170.0,12543.0,15820.0,16046.0,9153.0,11187.0,9153.0,10961.0,11526.0,15142.0,14238.0,11187.0,16348.0,17812.0,15250.0,10126.0,11224.0,10980.0,13542.0,17080.0,17324.0,9882.0,12078.0,9882.0,11834.0,12444.0,16348.0,15372.0,12078.0,19564.0,16750.0,11122.0,12328.0,12060.0,14874.0,18760.0,19028.0,10854.0,13266.0,10854.0,12998.0,13668.0,17956.0,16884.0,13266.0,18250.0,12118.0,13432.0,13140.0,16206.0,20440.0,20732.0,11826.0,14454.0,11826.0,14162.0,14892.0,19564.0,18396.0,14454.0,10375.0,11500.0,11250.0,13875.0,17500.0,17750.0,10125.0,12375.0,10125.0,12125.0,12750.0,16750.0,15750.0,12375.0,7636.0,7470.0,9213.0,11620.0,11786.0,6723.0,8217.0,6723.0,8051.0,8466.0,11122.0,10458.0,8217.0,8280.0,10212.0,12880.0,13064.0,7452.0,9108.0,7452.0,8924.0,9384.0,12328.0,11592.0,9108.0,9990.0,12600.0,12780.0,7290.0,8910.0,7290.0,8730.0,9180.0,12060.0,11340.0,8910.0,15540.0,15762.0,8991.0,10989.0,8991.0,10767.0,11322.0,14874.0,13986.0,10989.0,19880.0,11340.0,13860.0,11340.0,13580.0,14280.0,18760.0,17640.0,13860.0,11502.0,14058.0,11502.0,13774.0,14484.0,19028.0,17892.0,14058.0,8019.0,6561.0,7857.0,8262.0,10854.0,10206.0,8019.0,8019.0,9603.0,10098.0,13266.0,12474.0,9801.0,7857.0,8262.0,10854.0,10206.0,8019.0,9894.0,12998.0,12222.0,9603.0,13668.0,12852.0,10098.0,16884.0,13266.0,12474.0,2315.0,110.238095238,446.49047619,0.355075593952,14,5
69,33.0,58.0,54.0,45.0,62.0,78.0,57.0,54.0,47.0,33.0,50.0,58.0,77.0,40.0,47.0,56.0,49.0,66.0,81.0,77.0,52.0,1914.0,1782.0,1485.0,2046.0,2574.0,1881.0,1782.0,1551.0,1089.0,1650.0,1914.0,2541.0,1320.0,1551.0,1848.0,1617.0,2178.0,2673.0,2541.0,1716.0,3132.0,2610.0,3596.0,4524.0,3306.0,3132.0,2726.0,1914.0,2900.0,3364.0,4466.0,2320.0,2726.0,3248.0,2842.0,3828.0,4698.0,4466.0,3016.0,2430.0,3348.0,4212.0,3078.0,2916.0,2538.0,1782.0,2700.0,3132.0,4158.0,2160.0,2538.0,3024.0,2646.0,3564.0,4374.0,4158.0,2808.0,2790.0,3510.0,2565.0,2430.0,2115.0,1485.0,2250.0,2610.0,3465.0,1800.0,2115.0,2520.0,2205.0,2970.0,3645.0,3465.0,2340.0,4836.0,3534.0,3348.0,2914.0,2046.0,3100.0,3596.0,4774.0,2480.0,2914.0,3472.0,3038.0,4092.0,5022.0,4774.0,3224.0,4446.0,4212.0,3666.0,2574.0,3900.0,4524.0,6006.0,3120.0,3666.0,4368.0,3822.0,5148.0,6318.0,6006.0,4056.0,3078.0,2679.0,1881.0,2850.0,3306.0,4389.0,2280.0,2679.0,3192.0,2793.0,3762.0,4617.0,4389.0,2964.0,2538.0,1782.0,2700.0,3132.0,4158.0,2160.0,2538.0,3024.0,2646.0,3564.0,4374.0,4158.0,2808.0,1551.0,2350.0,2726.0,3619.0,1880.0,2209.0,2632.0,2303.0,3102.0,3807.0,3619.0,2444.0,1650.0,1914.0,2541.0,1320.0,1551.0,1848.0,1617.0,2178.0,2673.0,2541.0,1716.0,2900.0,3850.0,2000.0,2350.0,2800.0,2450.0,3300.0,4050.0,3850.0,2600.0,4466.0,2320.0,2726.0,3248.0,2842.0,3828.0,4698.0,4466.0,3016.0,3080.0,3619.0,4312.0,3773.0,5082.0,6237.0,5929.0,4004.0,1880.0,2240.0,1960.0,2640.0,3240.0,3080.0,2080.0,2632.0,2303.0,3102.0,3807.0,3619.0,2444.0,2744.0,3696.0,4536.0,4312.0,2912.0,3234.0,3969.0,3773.0,2548.0,5346.0,5082.0,3432.0,6237.0,4212.0,4004.0,1174.0,55.9047619048,192.09047619,0.368824531516,15,5
70,144.0,129.0,152.0,200.0,128.0,133.0,153.0,145.0,129.0,161.0,189.0,154.0,141.0,149.0,142.0,166.0,139.0,191.0,152.0,132.0,194.0,18576.0,21888.0,28800.0,18432.0,19152.0,22032.0,20880.0,18576.0,23184.0,27216.0,22176.0,20304.0,21456.0,20448.0,23904.0,20016.0,27504.0,21888.0,19008.0,27936.0,19608.0,25800.0,16512.0,17157.0,19737.0,18705.0,16641.0,20769.0,24381.0,19866.0,18189.0,19221.0,18318.0,21414.0,17931.0,24639.0,19608.0,17028.0,25026.0,30400.0,19456.0,20216.0,23256.0,22040.0,19608.0,24472.0,28728.0,23408.0,21432.0,22648.0,21584.0,25232.0,21128.0,29032.0,23104.0,20064.0,29488.0,25600.0,26600.0,30600.0,29000.0,25800.0,32200.0,37800.0,30800.0,28200.0,29800.0,28400.0,33200.0,27800.0,38200.0,30400.0,26400.0,38800.0,17024.0,19584.0,18560.0,16512.0,20608.0,24192.0,19712.0,18048.0,19072.0,18176.0,21248.0,17792.0,24448.0,19456.0,16896.0,24832.0,20349.0,19285.0,17157.0,21413.0,25137.0,20482.0,18753.0,19817.0,18886.0,22078.0,18487.0,25403.0,20216.0,17556.0,25802.0,22185.0,19737.0,24633.0,28917.0,23562.0,21573.0,22797.0,21726.0,25398.0,21267.0,29223.0,23256.0,20196.0,29682.0,18705.0,23345.0,27405.0,22330.0,20445.0,21605.0,20590.0,24070.0,20155.0,27695.0,22040.0,19140.0,28130.0,20769.0,24381.0,19866.0,18189.0,19221.0,18318.0,21414.0,17931.0,24639.0,19608.0,17028.0,25026.0,30429.0,24794.0,22701.0,23989.0,22862.0,26726.0,22379.0,30751.0,24472.0,21252.0,31234.0,29106.0,26649.0,28161.0,26838.0,31374.0,26271.0,36099.0,28728.0,24948.0,36666.0,21714.0,22946.0,21868.0,25564.0,21406.0,29414.0,23408.0,20328.0,29876.0,21009.0,20022.0,23406.0,19599.0,26931.0,21432.0,18612.0,27354.0,21158.0,24734.0,20711.0,28459.0,22648.0,19668.0,28906.0,23572.0,19738.0,27122.0,21584.0,18744.0,27548.0,23074.0,31706.0,25232.0,21912.0,32204.0,26549.0,21128.0,18348.0,26966.0,29032.0,25212.0,37054.0,20064.0,29488.0,25608.0,3223.0,153.476190476,505.061904762,0.260626745268,9,5
71,467.0,414.0,428.0,466.0,602.0,556.0,498.0,473.0,488.0,501.0,499.0,593.0,588.0,484.0,306.0,476.0,548.0,519.0,657.0,632.0,511.0,193338.0,199876.0,217622.0,281134.0,259652.0,232566.0,220891.0,227896.0,233967.0,233033.0,276931.0,274596.0,226028.0,142902.0,222292.0,255916.0,242373.0,306819.0,295144.0,238637.0,177192.0,192924.0,249228.0,230184.0,206172.0,195822.0,202032.0,207414.0,206586.0,245502.0,243432.0,200376.0,126684.0,197064.0,226872.0,214866.0,271998.0,261648.0,211554.0,199448.0,257656.0,237968.0,213144.0,202444.0,208864.0,214428.0,213572.0,253804.0,251664.0,207152.0,130968.0,203728.0,234544.0,222132.0,281196.0,270496.0,218708.0,280532.0,259096.0,232068.0,220418.0,227408.0,233466.0,232534.0,276338.0,274008.0,225544.0,142596.0,221816.0,255368.0,241854.0,306162.0,294512.0,238126.0,334712.0,299796.0,284746.0,293776.0,301602.0,300398.0,356986.0,353976.0,291368.0,184212.0,286552.0,329896.0,312438.0,395514.0,380464.0,307622.0,276888.0,262988.0,271328.0,278556.0,277444.0,329708.0,326928.0,269104.0,170136.0,264656.0,304688.0,288564.0,365292.0,351392.0,284116.0,235554.0,243024.0,249498.0,248502.0,295314.0,292824.0,241032.0,152388.0,237048.0,272904.0,258462.0,327186.0,314736.0,254478.0,230824.0,236973.0,236027.0,280489.0,278124.0,228932.0,144738.0,225148.0,259204.0,245487.0,310761.0,298936.0,241703.0,244488.0,243512.0,289384.0,286944.0,236192.0,149328.0,232288.0,267424.0,253272.0,320616.0,308416.0,249368.0,249999.0,297093.0,294588.0,242484.0,153306.0,238476.0,274548.0,260019.0,329157.0,316632.0,256011.0,295907.0,293412.0,241516.0,152694.0,237524.0,273452.0,258981.0,327843.0,315368.0,254989.0,348684.0,287012.0,181458.0,282268.0,324964.0,307767.0,389601.0,374776.0,303023.0,284592.0,179928.0,279888.0,322224.0,305172.0,386316.0,371616.0,300468.0,148104.0,230384.0,265232.0,251196.0,317988.0,305888.0,247324.0,145656.0,167688.0,158814.0,201042.0,193392.0,156366.0,260848.0,247044.0,312732.0,300832.0,243236.0,284412.0,360036.0,346336.0,280028.0,340983.0,328008.0,265209.0,415224.0,335727.0,322952.0,10706.0,509.80952381,6347.16190476,0.338875396974,17,5
